English,Marathi
tom is tired after working all day,टॉम दिवसभर काम करून थकला आहे
tom is using an external hard thisk,टॉम एक एक्स्टर्नल हार्ड डिस्क वापरत आहे
tom is not living in boston anymore,टॉम आता बॉस्टनमध्ये राहत नाहीये
tom is not sure where mary has gone,मेरी कुठे गेली आहे हे टॉमला नक्की माहीत नाहीये
tom likes you just the way you are,तू जसा आहेस तसाच तू टॉमला आवडतोस
tom likes you just the way you are,तू जशी आहेस तशीच तू टॉमला आवडतेस
tom met mary a couple of years ago,टॉम मेरीला दोन वर्षांपूर्वी भेटला
tom might know marys phone number,मेरीचा फोन नंबर टॉमला माहीत असू शकेल
tom now lives in a retirement home,टॉम आता एका वृद्धाश्रमात राहतो
tom only gives raw meat to his cat,टॉम त्याच्या मांजरीला फक्त कच्चं मांस देतो
tom only had three hundred dollars,टॉमकडे फक्त तीनशे डॉलर होते
tom pressed the buzzer three times,टॉमने बझर तीन वेळा दाबला
tom returned to his home in boston,टॉम बॉस्टनला त्याच्या घरी परतला
tom should not have made mary angry,टॉमने मेरीला रागवायला नको हवं होतं
tom sold three refrigerators today,टॉमने आज तीन फ्रिज विकले
tom started his speech with a joke,टॉमने आपलं भाषण एका जोकने सुरू केलं
tom stayed in boston until october,टॉम ऑक्टोबरपर्यंत बॉस्टनमध्ये राहिला
tom studied french for a few years,टॉमने काही वर्ष फ्रेंचचा अभ्यास केला
tom switched his walkietalkie off,टॉमने आपला वॉकीटॉकी बंद केला
tom thinks mary made a big mistake,टॉमला वाटलं की मेरीने मोठी चूक केली
tom threw something out the window,टॉमने काहीतरी खिडकीबाहेर फेकलं
tom told me that he likes swimming,टॉमने मला सांगितलं की त्याला पोहायला आवडतं
tom told me that he likes swimming,टॉमने तर मला सांगितलं की त्याला पोहायला आवडतं
tom took the seat across from mary,टॉमने मेरीच्या समोरची सीट पकडली
tom took the seat across from mary,टॉमने मेरीच्या समोरचं आसन पकडलं
tom turned off the air conditioner,टॉमने एअरकंडिशनर बंद केला
tom understands french does not he,टॉमला फ्रेंच समजते नाही का
tom usually buys expensive clothes,टॉम शक्यतो महागडे कपडे विकत घेतो
tom visited mary on sunday morning,टॉमने मेरीला रविवारी सकाळी भेट दिली
tom wanted to be just like his dad,टॉमला अगदी त्याच्या बाबांसारखं व्हायचं होतं
tom wanted to buy a new smartphone,टॉमला नवीन स्मार्टफोन विकत घ्यायचा होता
tom wanted to go to boston with us,टॉमला आमच्याबरोबर बॉस्टनला जायचं होतं
tom wants to do everything himself,टॉमला सर्वकाही स्वतःहून करायचं आहे
tom wants to do everything himself,टॉमला सर्वकाही स्वतःहून करायचं असतं
tom was in boston for three months,टॉम तीन महिने बॉस्टनमध्ये होता
tom was in boston three months ago,टॉम तीन महिन्यांपूर्वी बॉस्टनमध्ये होता
tom was swimming with us yesterday,टॉम काल आमच्याबरोबर पोहत होता
tom was the one who went yesterday,काल गेला तो टॉम
tom was three when his father died,टॉम तीन वर्षांचा असताना त्याचे वडील वारले
tom went to boston on october th,टॉम  ऑक्टोबरला बॉस्टनला गेला
tom will be at home this afternoon,टॉम आज दुपारी घरी असेल
tom will be happy to see you again,टॉम तुला पुन्हा बघून खूष होईल
tom will be happy to see you again,टॉम तुम्हाला पुन्हा पाहून खूष होईल
tom will be here until next monday,टॉम इथे पुढच्या सोमवारपर्यंत असणार आहे
tom will meet you tomorrow morning,टॉम तुम्हाला उद्या सकाळी भेटेल
tom will meet you tomorrow morning,टॉम तुला उद्या सकाळी भेटेल
tom will stay here with us tonight,टॉम आज रात्री आपल्याबरोबर इथे राहील
tom will stay here with us tonight,टॉम आज रात्री आमच्याबरोबर इथे राहील
tom would not allow anybody to do that,टॉम कोणालाही तसं करायला देणार नाही
tom would not allow anybody to do that,टॉम कोणालाच तसं करायला देणार नाही
tom works for his fathers company,टॉम त्याच्या वडिलांच्या कंपनीत काम करतो
tom works for his fathers company,टॉम त्याच्या वडिलांच्या कंपनीत कामाला आहे
tom wrapped himself in his blanket,टॉमने स्वतःला आपल्या चादरीत गुंडाळून घेतलं
toms apartment has three bedrooms,टॉमच्या फ्लॅटमध्ये तीन बेडरूम आहेत
toms mother lives in this village,टॉमच्या आई या गावात राहतात
toms mother lives in this village,टॉमची आई या गावात राहते
toms mother passed away last week,टॉमची आई गेल्या आठवड्यात वारली
translate the underlined sentences,अधोरेखित वाक्यांचे भाषांतर करा
translate the underlined sentences,अधोरेखित वाक्यांचा अनुवाद करा
try to memorize as much as you can,होऊ शकेल तितकं पाठ करायचा प्रयत्न कर
we are about to sit down to dinner,आम्ही आत्ताच जेवायला बसणार आहोत
we are about to sit down to dinner,आपण आत्ताच जेवायला बसणार आहोत
we cleaned our classroom yesterday,आम्ही आमचा वर्ग काल साफ केला
we cleaned our classroom yesterday,आपण काल आपला वर्ग साफ केला
we do not negotiate with terrorists,आम्ही दहशतवाद्यांबरोबर वाटाघाटी करत नाही
we do not negotiate with terrorists,आपण दहशतवाद्यांबरोबर वाटाघाटी करत नाही
we do not understand english at all,आम्हाला इंग्रजी अजिबात समजत नाही
we do not understand english at all,आपल्याला इंग्रजी अजिबात समजत नाही
we had no alternative but to fight,आमच्याकडे लढण्याशिवाय कोणताही पर्याय नव्हता
we had no alternative but to fight,आपल्याकडे लढण्याशिवाय कोणताही पर्याय नव्हता
we have to buy water from malaysia,आम्हाला मलेशियापासून पाणी विकत घ्यायला लागतं
we import a large quantity of food,आम्ही मोठ्या संख्येत अन्न आयात करतो
we import a large quantity of food,आपण मोठ्या संख्येत अन्न आयात करतो
we just want you to tell the truth,आम्ही फक्त तुला खरं सांगू इच्छितो
we just want you to tell the truth,आम्हाला फक्त तुला खरं सांगायचं आहे
we like to learn foreign languages,आम्हाला विदेशी भाषा शिकायला आवडतात
we like to learn foreign languages,आपल्याला विदेशी भाषा शिकायला आवडतात
we lived in boston for a few years,आम्ही काही वर्ष बॉस्टनमध्ये राहिलो
we lived in boston for a few years,आपण काही वर्ष बॉस्टनमध्ये राहिलो
we should make something like that,आपणही तसं काहीतरी बनवायला पाहिजे
we study english in the same class,आम्ही एकाच वर्गात इंग्रजी शिकतो
we went to three museums yesterday,काल आम्ही तीन वस्तुसंग्रहालयांमध्ये गेलो
we went to three museums yesterday,काल आपण तीन वस्तुसंग्रहालयांमध्ये गेलो
what are you going to do in boston,तू बॉस्टनमध्ये काय करणार आहेस
what are you going to do in boston,तुम्ही बॉस्टनमध्ये काय करणार आहात
what books have you read in french,तू फ्रेंचमध्ये कोणती पुस्तकं वाचली आहेस
what books have you read in french,तुम्ही फ्रेंचमध्ये कोणती पुस्तकं वाचली आहेत
what did you learn at school today,आज शाळेत काय शिकलास
what did you learn at school today,आज शाळेत काय शिकलीस
what did you learn at school today,आज शाळेत काय शिकलात
what do the initials ntt stand for,NTT ह्या आद्याक्षरांचा अर्थ काय आहे
what do you think she is doing now,तुला काय वाटतं ती आता काय करत असेल
what do you think she is doing now,तुला काय वाटतं ती आता काय करतेय
what does that have to do with tom,ह्याचं टॉमशी काय घेणंदेणं आहे
what does that have to do with tom,ह्याचा टॉमशी काय संबंध आहे
what does the bible say about this,याबद्दल बायबलमध्ये काय लिहिलं आहे
what foreign languages do you know,तुला कोणत्या विदेशी भाषा येतात
what foreign languages do you know,तुम्हाला कोणत्या विदेशी भाषा येतात
what is the most popular movie now,सध्या सर्वात लोकप्रिय चित्रपट कोणता आहे
what is your opinion on this issue,या मुद्द्यावर तुमचं काय मत आहे
what kind of chocolate do you like,तुला कोणत्या प्रकारचं चॉकलेट आवडतं
what kind of chocolate do you like,तुम्हाला कोणत्या प्रकारचं चॉकलेट आवडतं
what kind of ice cream do you like,तुला कोणत्या प्रकारचं आईसक्रिम आवडतं
what time do you get up on sundays,रविवारी किती वाजता उठतोस
what time do you get up on sundays,रविवारी किती वाजता उठतेस
what time do you get up on sundays,तुम्ही रविवारी किती वाजता उठता
what time do you get up on sundays,तू रविवारी किती वाजता उठतोस
what time do you get up on sundays,तू रविवारी किती वाजता उठतेस
what time do you get up on sundays,रविवारी किती वाजता उठता
what time shall i call you tonight,मी तुला आज रात्री किती वाजता फोन करू
what you said is absolute nonsense,तुम्ही जे म्हणालात ते पूर्णपणे भंकस आहे
what you said is absolute nonsense,तू जे म्हटलंस ते पूर्णपणे भंकस आहे
what you said is complete nonsense,तुम्ही जे म्हणालात ते पूर्णपणे भंकस आहे
what you said is complete nonsense,तू जे म्हटलंस ते पूर्णपणे भंकस आहे
what is the population of australia,ऑस्ट्रेलियाची लोकसंख्या किती आहे
what is there to eat i am so hungry,खायला काय आहे मला किती भूक लागली आहे
what is your favorite european city,तुझं आवडतं युरोपियन शहर कोणतं आहे
what is your favorite european city,तुमचं आवडतं युरोपियन शहर कोणतं आहे
what is your favorite baseball team,तुझी आवडती बेसबॉल टीम कोणती आहे
when i got home i was very hungry,मी घरी पोहोचलो तेव्हा मला खूप भूक लागली होती
when i got home i was very hungry,मी घरी पोहोचले तेव्हा मला खूप भूक लागली होती
when i want to cry i think of you,मला रडायचं असतं तेव्हा मी तुझा विचार करतो
when i want to cry i think of you,मला रडायचं असतं तेव्हा मी तुझा विचार करते
when i want to cry i think of you,मला रडायचं असतं तेव्हा मी तुमचा विचार करतो
when i want to cry i think of you,मला रडायचं असतं तेव्हा मी तुमचा विचार करते
when and where is breakfast served,सकाळचा नाश्ता कधी आणि कुठे वाढला जातो
when did tom come back from boston,टॉम बॉस्टनपासून कधी परतला
where are the rest of the students,बाकीचे विद्यार्थी कुठे आहेत
where are the rest of the students,इतर विद्यार्थी कुठे आहेत
where did you get this information,तुला ही माहिती कुठून मिळाली
where did you get this information,तुम्हाला ही माहिती कुठून मिळाली
where is the nearest internet cafe,सर्वात जवळचा सायबरकॅफे कुठे आहे
which planet is closest to the sun,सूर्याच्या सर्वात जवळचा ग्रह कोणता आहे
while i was reading i fell asleep,मी वाचत असताना झोपून गेलो
while i was reading i fell asleep,मी वाचत असताना झोपून गेले
while i was reading i fell asleep,मी वाचत असताना मला झोप लागली
who exactly do you want to talk to,तुम्हाला नक्की कोणाशी बोलायचं आहे
who exactly do you want to talk to,तुला नक्की कोणाशी बोलायचं आहे
who taught tom how to speak french,टॉमला फ्रेंच बोलायला कोणी शिकवलं
who is your favorite american actor,तुझा सर्वात आवडता अमेरिकन अभिनेता कोण आहे
why are you always late for school,तुला नेहमीच शाळेला यायला उशीर का होतो
why are you always late for school,तू नेहमीच शाळेत उशीरा का येतेस
why are you always late for school,तुम्ही नेहमीच शाळेला उशीरा का पोहोचता
why are you speaking french to tom,तू टॉमशी फ्रेंचमध्ये का बोलत आहेस
why are you speaking french to tom,तुम्ही टॉमशी फ्रेंचमध्ये का बोलत आहात
why did tom decide to study french,टॉमने फ्रेंचचा अभ्यास करायचा निर्णय का घेतला
why did tom not go to school today,टॉम आज शाळेत का नाही गेला
why did you decide to learn french,तुम्ही फ्रेंच शिकायचा निर्णय का घेतला
why did you decide to learn french,तुम्ही फ्रेंच शिकायचं का ठरवलं
why did you decide to learn french,तू फ्रेंच शिकायचं का ठरवलंस
why did you decide to learn french,तू फ्रेंच शिकायला निर्णय का घेतलास
why did not you tell me that before,तू मला ते आधी का नाही सांगितलंस
why did not you tell me that before,तुम्ही मला ते आधी का नाही सांगितलंत
why does tom always eat by himself,टॉम नेहमीच स्वतःहून का जेवतो
why does tom always eat by himself,टॉम नेहमीच एकट्याने का जेवतो
why does tom always eat by himself,टॉम नेहमीच एकट्याने का खातो
why does tom always eat by himself,टॉम नेहमीच स्वतःहून का खातो
why does not tom talk to me anymore,टॉम माझ्याशी आता बोलत का नाही
why do not you ever wash the thishes,तू कधी बश्या का नाही साफ करत
why do not you ever wash the thishes,तुम्ही कधी बश्या साफ का नाही करत
why do not you want to learn french,तुला फ्रेंच का नाही शिकायची आहे
why do not you want to learn french,तुम्हाला फ्रेंच का नाही शिकायची आहे
why do not you want to listen to me,तुला माझं ऐकायचं का नाहीये
why has not anybody cleaned this up,कोणी हे साफ का नाही केलं आहे
why has not anybody cleaned this up,हे कोणी साफ का नाही केलं आहे
wooden buildings catch fire easily,लाकडी इमारतींना सहजपणे आग लागते
would you like to sit in the front,तुला पुढे बसायला आवडेल का
would you like to sit in the front,तुम्हाला पुढे बसायला आवडेल का
write down your date of birth here,तुझा जन्मदिनांक इथे लिही
write down your date of birth here,तुमचा जन्मदिनांक इथे लिहा
xiaoli is the tallest in our class,शिआओली आमच्या वर्गात सर्वात उंच आहे
you can tell tom anything you want,टॉमला तू हवं ते सांगू शकतोस
you can tell tom anything you want,टॉमला तू हवं ते सांगू शकतेस
you can tell tom anything you want,टॉमला तुम्ही हवं ते सांगू शकता
you look exactly like your brother,तू अगदी तुझ्या भावासारखा दिसतोस
you look exactly like your brother,तू अगदी तुझ्या भावासारखी दिसतेस
you look exactly like your brother,तुम्ही अगदी तुमच्या भावासारखे दिसता
you never told me you were a rabbi,तू रब्बी होतास हे तू मला कधीच सांगितलं नाहीस
you never told me you were a rabbi,तुम्ही रब्बी होता हे तुम्ही मला कधीच सांगितलं नाही
you put too much sugar in your tea,तू तुझ्या चहात खूपच साखर घालतोस
you put too much sugar in your tea,तू तुझ्या चहात खूपच साखर घालतेस
you put too much sugar in your tea,तुम्ही तुमच्या चहात खूपच साखर घालता
you will understand when you grow up,तू मोठा झालास की तुला समजेल
you will understand when you grow up,तू मोठी झालीस की तुला समजेल
you will understand when you grow up,तुम्ही मोठे झालात की तुम्हाला समजेल
you will understand when you grow up,तू मोठा झाल्यावर तुला समजेल
you will understand when you grow up,तू मोठी झाल्यावर तुला समजेल
you will understand when you grow up,तुम्ही मोठे झाल्यावर तुम्हाला समजेल
you are going to tell us everything,तू आम्हाला सगळं सांगणार आहेस
you are going to tell us everything,तुम्ही आम्हाला सगळं सांगणार आहात
your parents did not come did they,तुझे आईबाबा आले नाहीत नं
your parents did not come did they,तुमचे आईवडील आले नाहीत नाही का
your suitcase is heavier than mine,तुझी सुटकेस माझ्या सुटकेसपेक्षा जास्त जड आहे
how do you go to school by bus,तू शाळेत कसा जातोस बसने
how do you go to school by bus,तू शाळेत कशी जातेस बसने
how do you go to school by bus,तुम्ही शाळेत कसे जाता बसने
is tom a canadian i do not know,टॉम कॅनेडियन आहे का मला माहीत नाही
is this yours yes that is mine,हे तुझं आहे का हो ते माझं आहे
is this yours yes that is mine,हा तुझा आहे का हो तो माझा आहे
is this yours yes that is mine,ही तुझी आहे का हो ती माझी आहे
is this yours yes that is mine,हे तुमचं आहे का हो ते माझं आहे
is this yours yes that is mine,हा तुमचा आहे का हो तो माझा आहे
is this yours yes that is mine,ही तुमची आहे का हो ती माझी आहे
what is your name my names tom,तुझं नाव काय आहे माझं नाव टॉम आहे
what is your name my names tom,तुमचं नाव काय आहे माझं नाव टॉम आहे
where is your book on the table,तुझं पुस्तक कुठेय टेबलावर
a friend to all is a friend to none,सर्वांचाच मित्र तो कोणाचाच मित्र नव्हे
a pretty girl lived in that village,त्या गावात एक सुंदर मुलगी राहायची
about thirty villagers were injured,सुमारे तीस गावकरी जखमी झाले
after breakfast we went for a walk,नाश्त्यानंतर आम्ही चालायला गेलो
all of a sudden she began to laugh,अचानक ती हसू लागली
arabic is a very important language,अरबी एक अतिशय महत्त्वाची भाषा आहे
are you going to be home for dinner,जेवायला घरी येणार आहात का
are you going to be home for dinner,जेवायला घरी येणार आहेस का
are you going to be home for dinner,रात्री जेवायला घरी येणार आहात का
are you going to be home for dinner,रात्री जेवायला घरी येणार आहेस का
are you sure you do not want to come,तुला नक्की यायचं नाहीये का
australian women are very beautiful,ऑस्ट्रेलियन स्त्रीया अतिशय सुंदर असतात
beef is more expensive than chicken,गोमांस कोंबडीपेक्षा महाग असतं
boston is one of my favorite cities,बॉस्टन माझ्या आवडत्या शहरांमधील एक आहे
both of the children started crying,दोन्ही मुलं रडू लागली
breakfast is served between  and ,नाश्ता  आणि  च्या मध्ये वाढला जाईल
cannot you see what is happening here,इथे काय चाल्लंय तुला दिसत नाहीये का
cannot you see what is happening here,इथे काय घडतंय तुला दिसत नाहीये का
catholics are against birth control,कॅथलिक संततिनियमनच्या विरोधात आहेत
charlemagne was crowned by the pope,शार्लमानला पोपने अभिषिक्त केलं
could you say that in plain english,तुम्ही ते साध्या इंग्रजीत बोलून सांगू शकता का
could you say that in plain english,तुम्ही ते साध्या इंग्रजीत बोलू शकता का
did tom eat everything on his plate,टॉमने त्याचा ताटावरचं सगळं खाल्लं का
did you choose these songs yourself,ही गाणी तू स्वतः निवडलीस का
did you choose these songs yourself,ही गाणी तुम्ही स्वतः निवडलीत का
did you choose those songs yourself,गाणी तू स्वतः निवडलीस का
did you choose those songs yourself,गाणी तुम्ही स्वतः निवडलीत का
did you have breakfast this morning,आज सकाळी नाश्ता केलास का
did you have breakfast this morning,तू आज सकाळी नाश्ता केलास का
did you have breakfast this morning,तुम्ही आज सकाळी नाश्ता केलात का
did not you hear her speaking french,तू तिला फ्रेंचमध्ये बोलताना ऐकलं नाहीस का
did not you hear her speaking french,तू त्यांना फ्रेंचमध्ये बोलताना ऐकलं नाहीस का
did not you hear her speaking french,तुम्ही तिला फ्रेंचमध्ये बोलताना ऐकलं नाहीत का
did not you hear her speaking french,तुम्ही त्यांना फ्रेंचमध्ये बोलताना ऐकलं नाहीत का
do you know where everybody else is,बाकी सगळे कुठे आहेत हे तुला माहीत आहे का
do you know where everybody else is,बाकी सगळे कुठे आहेत हे तुम्हाला माहीत आहे का
do you like the macaroni and cheese,तुला मॅकरोनीअँडचीझ आवडतं का
do you like the macaroni and cheese,तुम्हाला मॅकरोनीअँडचीझ आवडतं का
do you realize how late it is gotten,किती उशीर झाला आहे हे तुला कळतंय का
do you realize how late it is gotten,किती उशीर झालाय तुला कळतंय का
do you realize how late it is gotten,किती उशीर झाला आहे हे तुम्हाला कळतंय का
do you really want to dance with me,तुला खरच माझ्याबरोबर नाचायचं आहे का
do you really want to dance with me,तुम्ही खरच माझ्याबरोबर नाचू इच्छिता का
do you really want to go to germany,तुला खरच जर्मनीला जायचंय का
do you really want to go to germany,तुम्हाला खरच जर्मनीला जायचं आहे का
do you wanna go out with me tonight,आज रात्री माझ्याबरोबर फिरायला जायचंय का
do you wanna go out with me tonight,आज रात्री माझ्याबरोबर बाहेर जायचंय का
do you want the rest of my sandwich,तुला माझं उरलेलं सँडविच हवं आहे का
do you want the rest of my sandwich,तुम्हाला माझं उरलेलं सँडविच हवं आहे का
do you want the rest of my sandwich,माझं उरलेलं सँडविच हवंय का
does tom know we cannot speak french,आपल्याला फ्रेंच बोलता येत नाही हे टॉमला माहीत आहे का
does tom know we cannot speak french,आम्हाला फ्रेंच बोलता येत नाही हे टॉमला माहीत आहे का
does tom still put sugar in his tea,टॉम अजूनही चहात साखर घालतो का
do not leave the bicycle in the rain,सायकल पावसात सोडू नका
do not make the same mistakes i made,मी ज्या चुका केल्या त्या करू नकोस
do not make the same mistakes i made,मी ज्या चुका केल्या त्या करू नका
do not sit there that is toms chair,तिथे बसू नकोस ती टॉमची खुर्ची आहे
do not sit there that is toms chair,तिथे बसू नका ती टॉमची खुर्ची आहे
do not touch anything without asking,न विचारता कशालाही हात लावू नकोस
do not touch anything without asking,न विचारता कशालाही हात लावू नका
dr georgess secretary is japanese,डॉ जॉर्जेस यांची सेक्रेटरी जपानी आहे
english is spoken in many countries,इंग्रजी भरपूर देशांमध्ये बोलली जाते
english is spoken in many countries,इंग्लिश पुष्कळ देशांमध्ये बोलली जाते
english is taught in most countries,इंग्रजी बहुतेक देशांमध्ये शिकवली जाते
english is tougher for me than math,मला गणितापेक्षा इंग्रजी कठीण जाते
even tom was surprised to hear that,ते ऐकून टॉमदेखील आश्चर्यचकित झाला
even tom was surprised to hear that,ते ऐकून टॉमसुद्धा आश्चर्यचकित झाला
even if i knew i would not tell you,मला माहीत असतं तरीही मी तुला सांगितलं नसतं
even if i knew i would not tell you,मला माहीत असतं तरीही मी तुम्हाला सांगितलं नसतं
every country has its national flag,प्रत्येक देशाचा आपापला राष्ट्रध्वज असतो
every country has its national flag,प्रत्येक देशाचा आपापला राष्ट्रध्वज आहे
everyone mistakes me for my brother,सगळे मला माझा भाऊच समजतात
examine the car before you drive it,गाडी चालवण्याआधी तिला तपासा
examine the car before you drive it,चालवण्याआधी गाडी तपासून बघा
few students know how to read latin,काहीच विद्यार्थ्यांना लॅटिन वाचता येते
fortyeight sailors are on the ship,जहाजावर अठ्ठेचाळीस नाविक आहेत
french is not only spoken in france,फ्रेंच फक्त फ्रान्समध्येच बोलली जात नाही
from above one could see the river,वरून नदी दिसून येत होती
from above one could see the river,वरून नदी दिसत होती
gentlemen do not do things like that,सज्जन माणसं तश्या गोष्टी करत नाहीत
gentlemen do not do things like that,जेंटलमेन तश्या गोष्टी करत नाहीत
good traditions should be preserved,चांगल्या परंपरा जपून ठेवल्या पाहिजेत
grab tom and do not let him get away,टॉमला पकड आणि त्याला जायला देऊ नकोस
grab tom and do not let him get away,टॉमला पकडा आणि त्याला जायला देऊ नका
have you decided to go to australia,तू ऑस्ट्रेलियाला जायचं ठरवलं आहेस का
have you decided to go to australia,तुम्ही ऑस्ट्रेलियाला जायचं ठरवलं आहे का
have you ever seen a film this good,इतका चांगला चित्रपट तू कधी पाहिला आहेस का
have you ever seen a film this good,इतका चांगला चित्रपट तुम्ही कधी पाहिला आहे का
he became famous all over the world,तो जगभर प्रसिद्ध झाला
he bought vegetables and some fruit,तिने भाज्या व थोडी फळं विकत घेतली
he does not want to live in the city,त्याला शहरात राहायचं नाहीये
he fell asleep while reading a book,तो एक पुस्तक वाचतावाचता झोपून गेला
he fell asleep while reading a book,तो पुस्तक वाचत असताना त्याला झोप लागली
he has gone to italy to study music,तो संगीताचा अभ्यास करायला इटलीला गेला आहे
he has gone to italy to study music,ते संगीताचा अभ्यास करण्यास इटलीला गेले आहेत
he has made a promise to come again,त्याने पुन्हा येण्याचं वचन दिलं आहे
he is a member of the baseball club,तो बेसबॉल क्लबचा एक सदस्य आहे
he is a member of the baseball club,ते बेसबॉल मंडळाचे सदस्य आहेत
he is honest that is why i like him,तो प्रामाणिक आहे म्हणून तो मला आवडतो
he remained a bachelor all his life,तो आयुष्यभर अविवाहित राहिला
he remained a bachelor all his life,ते आयुष्यभर अविवाहित राहिले
he smokes twenty cigarettes per day,तो दिवसाला वीस सिगरेट ओढतो
he smokes twenty cigarettes per day,ते दिवसाला वीस सिगरेट ओढतात
he still has not written the letter,त्याने अजूनही पत्र लिहिलं नाहीये
he still has not written the letter,त्यांनी अजूनही पत्र लिहिलं नाहीये
he used to come to see me on sunday,तो मला रविवारी भेटायला यायचा
he was always finding fault with me,तो नेहमीच माझ्या चुका काढत होता
he was the ruler of the inca empire,तो इंका साम्राज्याचा सत्ताधीश होता
he was the ruler of the inca empire,ते इंका साम्राज्याचे राज्यकर्ते होते
he was unconscious for several days,तो अनेक दिवस बेशुद्ध होता
he went to america to study english,तो इंग्रजी शिकायला अमेरिकेला गेला
he is studying french and web design,तो फ्रेंच व वेब डिजाइनचा अभ्यास करतोय
he is studying french and web design,तो फ्रेंच व संकेतस्थळ संकल्पनाचा अभ्यास करतोय
her hair came down to her shoulders,तिचे केस खांद्यापर्यंत आलेले
how did tom and mary come to boston,टॉम आणि मेरी बॉस्टनला कसे आले
how long does this train stop there,ही ट्रेन तिथे किती वेळ थांबते
how much did this computer cost you,हा कम्प्युटर कितीला पडला
how much did you pay for this skirt,तू हा स्कर्ट कितीला विकत घेतलास
how much does the wooden chair cost,या लाकडी खुर्चीची किंमत किती आहे
how much sugar are you going to buy,तू किती साखर विकत घेणार आहेस
how much sugar are you going to buy,तुम्ही किती साखर विकत घेणार आहात
hunting is banned in national parks,राष्ट्रीय उद्यानांमध्ये शिकारीवर बंदी आहे
i already told you i am not quitting,मी तुला आधीच सांगितलं मी सोडत नाहीये
i am learning two foreign languages,मी दोन विदेशी भाषा शिकतोय
i am learning two foreign languages,मी दोन विदेशी भाषा शिकतेय
i am memorizing the national anthem,मी राष्ट्रगीत पाठ करतोय
i am memorizing the national anthem,मी राष्ट्रगीत पाठ करतेय
i bought a book for two hundred yen,मी दोनशे येनला एक पुस्तक विकत घेतलं
i bought this camera for  yen,हा कॅमेरा मी  येनला विकत घेतला
i can recognize him even in a crowd,मी त्याला गर्दीतसुद्धा ओळखू शकतो
i can recognize him even in a crowd,मी त्याला गर्दीतसुद्धा ओळखू शकते
i cannot come to australia this year,मी या वर्षी ऑस्ट्रेलियाला येऊ शकत नाही
i cannot understand his ideas at all,मला त्याच्या कल्पना अजिबात समजत नाहीत
i cannot understand his ideas at all,मला त्यांच्या कल्पना अजिबात समजत नाहीत
i did my military service in ankara,मी माझी सैनिकी सेवा अंकारामध्ये केली
i did not know that she has a child,तिला मूल आहे हे मला माहीत नव्हतं
i did not know that she has a child,त्यांना मूल आहे हे मला माहीत नव्हतं
i did not go to the party last night,मी काल रात्री पार्टीला गेलो नाही
i did not go to the party last night,मी काल रात्री पार्टीला गेले नाही
i did not know how to express myself,स्वतःला व्यक्त कसं करायचं हे मला माहीत नव्हतं
i did not know who those people were,ती लोकं कोण होती मला माहीत नव्हतं
i did not want to thiscuss that topic,मला त्या विषयावर चर्चा करायची नव्हती
i did not want to talk to the police,मला पोलिसांशी बोलायचं नव्हतं
i do not know when tom will get here,टॉम इथे कधी पोहोचेल मला माहीत नाही
i do not know why the baby is crying,माहीत नाही बाळ का रडतंय
i do not like talking about football,मला फुटबॉलबद्दल बोलायला आवडत नाही
i do not listen to punk rock anymore,मी आता पंक रॉक ऐकत नाही
i do not see any reason for hurrying,घाई करायचं मला कोणतंही कारण दिसत नाही
i do not want to spend more than ,मला  डॉलरपेक्षा जास्त खर्च करायचा नाहीये
i do not want to talk to him anymore,मला त्याच्याशी आता बोलायचं नाही
i do not want to talk to him anymore,मला आता त्याच्याशी बोलायचं नाही
i do not want to talk to him anymore,मला आता त्यांच्याशी बोलायचं नाही
i dreamed i was eating an apple pie,मी एक अ‍ॅपल पाय खातोय असं मी स्वप्न पाहिलं
